account,trade_date,n_trades,total_pnl,avg_pnl,total_volume,total_fees,win_rate,sentiment,sentiment_value,pnl_per_trade
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-11,23,1567.4027,142.4912,161572.27,25.7524,0.7273,Greed,74.0,68.1479
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-12,52,323.349,11.15,185290.04,31.1484,0.1379,Extreme Greed,83.0,6.2182
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-13,26,8276.6253,331.065,117862.64,19.661,1.0,Extreme Greed,76.0,318.3317
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-14,36,-33.0329,-3.003,60033.97,5.7632,0.0909,Extreme Greed,83.0,-0.9176
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-15,14,126.3254,9.7173,6576.3,0.8493,1.0,Extreme Greed,80.0,9.0232
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-16,10,758.9322,94.8665,50820.63,4.8789,0.5,Extreme Greed,83.0,75.8932
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-17,67,3146.2948,49.1609,132567.97,16.2814,1.0,Extreme Greed,87.0,46.9596
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-18,115,2507.1933,22.7927,171689.47,16.792,0.9909,Extreme Greed,81.0,21.8017
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-19,235,13027.2866,60.8752,687924.26,103.514,0.9579,Extreme Greed,75.0,55.4353
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-20,219,3509.2734,17.2023,228247.86,30.7023,0.9657,Greed,74.0,16.0241
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-21,8,24.4046,6.1012,12857.89,1.4352,1.0,Greed,73.0,3.0506
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-23,51,657.6936,13.1539,59343.64,6.7046,1.0,Greed,70.0,12.896
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-02,53,3429.9583,68.5992,205117.68,25.2334,1.0,Greed,70.0,64.7162
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-07,232,11206.7062,50.7091,633196.38,74.5252,1.0,Extreme Greed,78.0,48.3048
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-08,49,3710.3618,82.4525,226664.16,24.9772,1.0,Greed,70.0,75.7217
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-13,50,3944.7294,83.9304,217121.19,44.4656,1.0,Greed,61.0,78.8946
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-14,9,104.6806,26.1702,42271.19,4.9806,1.0,Greed,63.0,11.6312
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-18,33,-3249.3814,-141.2775,255051.3,29.1493,0.3043,Extreme Greed,77.0,-98.4661
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-20,409,16210.3417,41.0388,683441.43,104.42,1.0,Extreme Greed,76.0,39.6341
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-22,35,548.622,16.1359,80548.71,12.4734,1.0,Extreme Greed,84.0,15.6749
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-24,137,3540.7169,27.4474,175718.74,21.1024,1.0,Extreme Greed,75.0,25.8446
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-27,128,2582.7159,21.1698,253685.34,37.1811,1.0,Greed,71.0,20.1775
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-28,37,1150.3328,33.8333,121182.37,12.8127,1.0,Greed,72.0,31.0901
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-29,36,45.3811,1.6208,47911.02,7.3544,1.0,Greed,72.0,1.2606
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-30,134,5049.2573,45.9023,290703.24,37.2651,1.0,Greed,70.0,37.681
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-31,172,6216.0992,40.8954,394910.55,45.9989,0.7895,Extreme Greed,76.0,36.1401
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,148,9609.4474,83.5604,595897.22,97.7434,0.9913,Greed,68.0,64.9287
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,351,14982.6817,45.4021,1032269.1,164.3967,0.797,Fear,44.0,42.6857
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,76,1985.8156,26.8353,121983.85,16.0001,1.0,Greed,72.0,26.1292
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-05,20,14.5909,0.9727,42145.06,4.4179,1.0,Neutral,54.0,0.7295
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-06,73,2055.5389,55.5551,341318.58,104.1035,0.5405,Neutral,49.0,28.1581
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-07,58,2648.4508,51.9304,231829.37,25.811,0.8039,Fear,44.0,45.6629
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-08,2,235.471,235.471,13764.55,1.3214,1.0,Fear,44.0,117.7355
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,71,627.5568,9.5084,108650.82,11.9693,1.0,Neutral,46.0,8.8388
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-10,58,990.6745,28.305,153563.73,21.1813,1.0,Fear,43.0,17.0806
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-11,5,1053.5231,351.1744,36934.96,3.546,1.0,Neutral,47.0,210.7046
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-12,118,-22303.6036,-223.036,348457.81,56.602,0.28,Neutral,46.0,-189.0136
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-13,101,2390.1234,28.4538,129157.99,16.0265,1.0,Neutral,50.0,23.6646
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-15,28,462.7407,24.3548,108503.92,16.74,1.0,Neutral,50.0,16.5265
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-16,5,14.546,14.546,1706.16,0.3703,1.0,Neutral,54.0,2.9092
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-18,131,3112.7213,24.5096,314138.47,48.0736,0.8346,Neutral,47.0,23.7612
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,221,770.4623,3.7041,356494.68,61.8845,0.7404,Fear,44.0,3.4863
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-20,69,1727.154,26.5716,145023.33,20.2467,1.0,Neutral,49.0,25.0312
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-21,188,2720.8281,18.2606,282910.54,41.7778,0.8121,Greed,55.0,14.4725
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-22,121,1437.1748,17.5265,265560.55,34.1262,0.9756,Neutral,49.0,11.8775
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-23,125,1001.2054,10.1132,295546.9,31.9161,0.9899,Neutral,50.0,8.0096
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-25,79,3622.6256,47.6661,189206.48,24.887,1.0,Fear,25.0,45.856
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-26,86,5303.0373,65.4696,342731.13,56.7338,0.9877,Extreme Fear,21.0,61.6632
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-02,12,948.6017,86.2365,47082.77,5.3492,1.0,Fear,26.0,79.0501
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,101,-370.2501,-5.4449,102889.35,9.8773,0.8971,Fear,33.0,-3.6658
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-05,2,-5843.04,-5843.04,85842.96,19.2432,0.0,Extreme Fear,20.0,-2921.52
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-08,18,556.4805,32.7341,28328.35,3.1586,1.0,Fear,28.0,30.9156
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-11,170,23670.1882,147.0198,544456.68,112.6707,1.0,Extreme Fear,24.0,139.2364
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-12,24,788.2095,37.5338,49275.18,10.738,1.0,Fear,34.0,32.8421
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-13,20,216.6971,216.6971,79978.34,17.3013,1.0,Neutral,45.0,10.8349
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-15,33,500.1161,16.6705,44620.25,9.5779,0.2333,Neutral,46.0,15.155
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-16,15,941.325,67.2375,31065.52,3.7852,1.0,Fear,30.0,62.755
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-17,152,5845.6326,40.0386,196439.4,33.1326,1.0,Fear,32.0,38.4581
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-18,14,82.2695,8.227,8544.52,1.8357,1.0,Fear,34.0,5.8764
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-19,43,106.8862,2.5449,50142.5,5.9765,0.9286,Fear,32.0,2.4857
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-20,32,646.7677,20.8635,30907.17,3.4629,1.0,Neutral,49.0,20.2115
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-22,63,4462.9218,73.1627,61012.3,12.5947,1.0,Fear,32.0,70.84
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-24,26,80.9531,3.5197,4664.16,0.9908,0.9565,Neutral,45.0,3.1136
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-25,29,520.9713,19.2952,75813.27,15.198,0.963,Neutral,46.0,17.9645
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-26,79,96.9452,3.5906,109409.06,10.5032,0.9259,Neutral,47.0,1.2272
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-29,83,133.1239,1.6435,42161.72,9.1228,0.8148,Fear,26.0,1.6039
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-31,52,1239.2404,24.2988,49526.1,4.7546,1.0,Fear,34.0,23.8315
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,11,90.9847,10.1094,32179.99,3.0893,1.0,Fear,44.0,8.2713
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-06,39,3370.8586,93.635,154160.34,21.9787,1.0,Fear,34.0,86.4323
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-08,43,948.8593,22.5919,48011.8,9.1237,1.0,Extreme Fear,24.0,22.0665
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-09,15,1593.7934,265.6322,58405.28,12.4243,1.0,Extreme Fear,18.0,106.2529
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-12,44,1442.9052,34.3549,61443.59,10.5491,1.0,Fear,43.0,32.7933
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-14,40,1828.3697,55.4051,124998.53,22.8387,1.0,Fear,31.0,45.7092
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-15,36,1208.6954,34.5342,58792.0,5.6976,1.0,Fear,38.0,33.5749
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-16,35,1674.3575,50.7381,93770.66,17.3422,1.0,Fear,29.0,47.8388
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-18,6,471.8923,94.3785,24291.37,5.1903,1.0,Fear,33.0,78.6487
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-19,55,1403.1773,43.8493,63371.38,6.6566,0.8125,Fear,32.0,25.5123
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-20,52,-111.7723,-2.2354,60112.75,12.9766,0.22,Fear,37.0,-2.1495
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-22,327,2933.2031,9.0252,117072.94,21.0863,1.0,Neutral,47.0,8.97
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-23,154,6439.0798,44.1033,368639.17,56.9652,1.0,Greed,72.0,41.8122
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-24,29,1250.2582,59.5361,72627.81,9.6567,0.2381,Greed,63.0,43.1124
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-25,99,1113.0138,13.5733,76976.78,15.5139,1.0,Greed,60.0,11.2426
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-26,113,3291.1444,29.9195,158243.33,17.5184,1.0,Greed,65.0,29.1252
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-27,83,471.713,5.8236,120476.39,12.5386,0.6543,Greed,61.0,5.6833
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-28,33,728.9668,26.9988,34724.43,4.6636,0.8148,Neutral,54.0,22.0899
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-25,4,14.2152,4.7384,6754.21,1.5215,1.0,Greed,73.0,3.5538
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-29,4,,,43278.42,0.1562,,Greed,73.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-30,12,838.9845,119.8549,48828.85,3.259,1.0,Greed,65.0,69.9154
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-31,1,,,8056.83,0.0313,,Greed,64.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-01,3,,,22667.48,0.0939,,Greed,66.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-02,9,1008.519,201.7038,60827.07,3.6018,1.0,Greed,70.0,112.0577
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-03,26,937.7896,55.1641,51369.17,2.8485,1.0,Greed,74.0,36.0688
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-05,7,1093.0568,156.151,12797.13,1.2797,1.0,Greed,72.0,156.151
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-06,1,1260.8326,1260.8326,12912.0,1.2912,1.0,Extreme Greed,76.0,1260.8326
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-07,1,,,5768.6,0.0242,,Extreme Greed,78.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-08,11,,,23615.29,0.1088,,Greed,70.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-09,1,,,9563.74,0.0484,,Greed,69.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-13,4,1621.2789,405.3197,30182.67,3.0183,1.0,Greed,61.0,405.3197
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-15,1,1261.448,1261.448,11647.74,1.1648,1.0,Greed,70.0,1261.448
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-19,1,,,99.88,0.0017,,Extreme Greed,77.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-24,2,-869.146,-434.573,16898.94,1.6899,0.0,Neutral,45.0,-434.573
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-26,3,,,16897.37,0.1217,,Neutral,47.0,
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-28,6,1130.3504,188.3917,18027.76,1.8028,1.0,Fear,44.0,188.3917
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-08,26,246.8944,15.4309,56053.09,5.6053,1.0,Extreme Fear,24.0,9.4959
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-09,799,2975.9277,7.8108,2791902.19,408.3559,0.9843,Extreme Fear,18.0,3.7246
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-10,105,-372.7646,-6.2127,644130.0,82.6902,0.4667,Fear,39.0,-3.5501
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-11,279,2550.1088,18.7508,655093.27,85.4638,1.0,Fear,25.0,9.1402
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-12,120,303.1701,4.3938,435988.27,58.0138,1.0,Fear,43.0,2.5264
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-13,94,355.09,32.2809,427208.05,64.8797,0.9091,Neutral,45.0,3.7776
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-17,34,425.6876,26.6055,251215.42,44.0096,1.0,Fear,30.0,12.5202
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-22,5,119.0,29.75,182701.01,9.135,1.0,Neutral,47.0,23.8
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-17,14,,,29998.86,0.1101,,Extreme Greed,87.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-18,1,,,4999.94,0.0195,,Extreme Greed,81.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-27,29,453.8532,90.7706,24999.01,2.4999,1.0,Greed,74.0,15.6501
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-28,1,343.0921,343.0921,4999.89,0.5,1.0,Greed,72.0,343.0921
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-29,4,768.8144,192.2036,7673.17,0.7673,1.0,Greed,73.0,192.2036
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-30,6,1211.5118,201.9186,5681.31,0.5681,1.0,Greed,65.0,201.9186
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-31,3,306.5635,102.1878,1028.46,0.1028,1.0,Greed,64.0,102.1878
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-02,3,739.1842,246.3947,3012.49,1.0544,1.0,Greed,70.0,246.3947
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-22,6,-179.5217,-29.9203,11242.93,1.9913,0.0,Extreme Greed,84.0,-29.9203
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-25,29,-18956.3916,-653.6687,130058.37,42.3969,0.1724,Extreme Greed,75.0,-653.6687
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-26,26,,,25001.07,3.8402,,Greed,73.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-27,22,,,14999.84,1.44,,Greed,71.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-28,17,,,9999.78,0.96,,Greed,72.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-29,7,,,6999.64,0.672,,Greed,72.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-30,37,,,17999.63,1.7279,,Greed,70.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-31,48,,,30032.41,2.8831,,Extreme Greed,76.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-01,18,,,13921.36,1.3364,,Greed,68.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,30,,,40000.12,5.0402,,Greed,60.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,119,13770.7153,143.445,42245.02,4.0555,1.0,Fear,44.0,115.7203
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,45,,,30451.71,2.9233,,Greed,72.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-05,25,,,14999.82,1.44,,Neutral,54.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-06,17,,,7999.76,0.768,,Neutral,49.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-07,9,,,5999.86,0.576,,Fear,44.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-08,5,,,4999.92,0.48,,Fear,44.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-09,87,,,12000.32,1.424,,Neutral,46.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-10,85,24.6345,0.379,59404.15,5.7027,0.4462,Fear,43.0,0.2898
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-11,13,,,9999.93,0.96,,Neutral,47.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-12,23,,,24999.67,2.3999,,Neutral,46.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-13,46,-3556.3883,-222.2743,43595.9,8.6483,0.0,Neutral,50.0,-77.3128
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-14,311,8781.96,83.6377,847863.59,103.7739,0.781,Neutral,48.0,28.2378
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-15,179,35346.8711,219.5458,432960.07,108.9474,0.9565,Neutral,50.0,197.4686
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-16,3,,,9999.89,0.96,,Neutral,54.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-17,6,,,15019.05,2.6464,,Neutral,51.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-18,13,,,24999.7,2.4,,Neutral,47.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,17,,,14999.82,1.44,,Fear,44.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-20,31,,,34999.78,3.3599,,Neutral,49.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-21,38,,,24999.69,2.3999,,Greed,55.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-23,4,,,4999.92,0.48,,Neutral,50.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-25,39,8698.8838,223.0483,24999.87,2.4,1.0,Fear,25.0,223.0483
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-26,1,2225.8357,2225.8357,4999.92,0.48,1.0,Extreme Fear,21.0,2225.8357
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-28,7,3309.75,472.8214,5000.0,0.48,1.0,Extreme Fear,16.0,472.8214
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-02,2,,,4999.95,0.48,,Fear,26.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-03,8,,,4999.95,0.48,,Fear,33.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-04,16,6939.4736,533.8057,14999.91,1.44,1.0,Extreme Fear,15.0,433.7171
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-07,12,,,149999.77,14.4,,Fear,34.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-08,38,,,99997.82,9.5998,,Fear,28.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-09,5,3677.4966,735.4993,4999.95,0.48,1.0,Fear,27.0,735.4993
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-10,14,4297.3228,859.4646,54999.92,5.28,1.0,Extreme Fear,20.0,306.9516
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-11,8,,,4999.94,0.48,,Extreme Fear,24.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-12,11,-2493.8497,-2493.8497,54999.26,5.2799,0.0,Fear,34.0,-226.7136
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-13,37,,,69999.58,6.7199,,Neutral,45.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-14,1,584.0518,584.0518,9999.89,0.96,1.0,Fear,27.0,584.0518
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-15,18,763.7553,58.7504,39998.04,3.8398,0.2308,Neutral,46.0,42.4308
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-16,7,8368.2261,1195.4609,19998.62,1.9199,0.8571,Fear,30.0,1195.4609
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-17,72,,,109999.59,10.5599,,Fear,32.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-18,59,,,75204.56,7.2196,,Fear,34.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-19,109,3036.6889,337.4099,164794.05,15.8201,1.0,Fear,32.0,27.8595
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-20,12,652.0621,130.4124,91079.65,8.7437,0.6,Neutral,49.0,54.3385
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-22,19,3082.7616,162.2506,9999.93,0.96,1.0,Fear,32.0,162.2506
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-23,2,3464.7772,1732.3886,9999.92,0.96,1.0,Fear,30.0,1732.3886
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-24,47,2838.5324,60.3943,94995.22,11.5196,0.8723,Neutral,45.0,60.3943
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-25,6,2164.0955,360.6826,39997.49,3.8398,1.0,Neutral,46.0,360.6826
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-26,1,619.5726,619.5726,9998.76,0.9599,1.0,Neutral,47.0,619.5726
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-27,64,26714.7976,430.8838,68601.29,16.4293,1.0,Fear,40.0,417.4187
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-28,29,13956.6148,481.2626,32999.21,5.0877,1.0,Fear,44.0,481.2626
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-29,86,19573.8302,444.8598,99999.07,9.5998,1.0,Fear,26.0,227.6027
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-30,31,9683.8202,569.6365,70041.15,9.1338,0.8824,Fear,32.0,312.3813
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-31,8,5544.0286,924.0048,39999.89,3.84,1.0,Fear,34.0,693.0036
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-01,13,4004.5029,333.7086,123441.06,34.2762,1.0,Fear,34.0,308.0387
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-02,7,8045.0569,1149.2938,14999.99,1.44,1.0,Fear,44.0,1149.2938
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-03,85,,,478472.76,59.9683,,Fear,25.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-04,68,4805.3456,686.4779,63381.48,8.4855,1.0,Fear,28.0,70.6668
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-06,14,17621.7011,2202.7126,189998.6,18.2399,1.0,Fear,34.0,1258.6929
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-07,51,,,139954.52,27.8247,,Extreme Fear,23.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-08,8,,,149999.02,14.3999,,Extreme Fear,24.0,
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-09,54,-4058.8889,-139.9617,441098.03,42.462,0.6207,Extreme Fear,18.0,-75.1646
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-10,89,4596.9604,99.9339,280478.95,34.2457,0.9565,Fear,39.0,51.6512
